L1,L2,L3,totalComb,max2Opak,max3Opak,2/total,3/total
5,5,6,150,21,150,14.0%,100.0%
5,5,7,175,23,175,13.143%,100.0%
5,5,8,200,25,200,12.5%,100.0%
5,5,9,225,25,225,11.111%,100.0%
5,5,10,250,25,250,10.0%,100.0%
5,5,11,275,25,275,9.091%,100.0%
5,5,12,300,25,300,8.333%,100.0%
5,5,13,325,25,325,7.692%,100.0%
5,5,14,350,25,350,7.143%,100.0%
5,5,15,375,25,375,6.667%,100.0%
5,6,2,60,10,60,16.667%,100.0%
5,6,3,90,14,90,15.556%,100.0%
5,6,4,120,18,120,15.0%,100.0%
5,6,5,150,21,150,14.0%,100.0%
5,6,6,180,24,180,13.333%,100.0%
5,6,7,210,27,210,12.857%,100.0%
5,6,8,240,30,240,12.5%,100.0%
5,6,9,270,30,270,11.111%,100.0%
5,6,10,300,30,300,10.0%,100.0%
5,6,11,330,30,330,9.091%,100.0%
5,6,12,360,30,360,8.333%,100.0%
5,6,13,390,30,390,7.692%,100.0%
5,6,14,420,30,420,7.143%,100.0%
5,6,15,450,30,450,6.667%,100.0%
5,7,2,70,10,70,14.286%,100.0%
5,7,3,105,15,105,14.286%,100.0%
5,7,4,140,19,140,13.571%,100.0%
5,7,5,175,23,175,13.143%,100.0%
5,7,6,210,27,210,12.857%,100.0%
5,7,7,245,31,245,12.653%,100.0%
5,7,8,280,35,280,12.5%,100.0%
5,7,9,315,35,315,11.111%,100.0%
5,7,10,350,35,350,10.0%,100.0%
5,7,11,385,35,385,9.091%,100.0%
5,7,12,420,35,420,8.333%,100.0%
5,7,13,455,35,455,7.692%,100.0%
5,7,14,490,35,490,7.143%,100.0%
5,7,15,525,35,525,6.667%,100.0%
5,8,2,80,10,80,12.5%,100.0%
5,8,3,120,15,120,12.5%,100.0%
5,8,4,160,20,160,12.5%,100.0%
5,8,5,200,25,200,12.5%,100.0%
5,8,6,240,30,240,12.5%,100.0%
5,8,7,280,35,280,12.5%,100.0%
5,8,8,320,40,320,12.5%,100.0%
5,8,9,360,40,360,11.111%,100.0%
5,8,10,400,40,400,10.0%,100.0%
5,8,11,440,40,440,9.091%,100.0%
5,8,12,480,40,480,8.333%,100.0%
5,8,13,520,40,520,7.692%,100.0%
5,8,14,560,40,560,7.143%,100.0%
5,8,15,600,40,600,6.667%,100.0%
5,9,2,90,10,90,11.111%,100.0%
5,9,3,135,15,135,11.111%,100.0%
5,9,4,180,20,180,11.111%,100.0%
5,9,5,225,25,225,11.111%,100.0%
5,9,6,270,30,270,11.111%,100.0%
5,9,7,315,35,315,11.111%,100.0%
5,9,8,360,40,360,11.111%,100.0%
5,9,9,405,41,405,10.123%,100.0%
5,9,10,450,42,450,9.333%,100.0%
5,9,11,495,43,495,8.687%,100.0%
5,9,12,540,44,540,8.148%,100.0%
5,9,13,585,45,585,7.692%,100.0%
5,9,14,630,45,630,7.143%,100.0%
5,9,15,675,45,675,6.667%,100.0%
5,10,2,100,10,100,10.0%,100.0%
5,10,3,150,15,150,10.0%,100.0%
5,10,4,200,20,200,10.0%,100.0%
5,10,5,250,25,250,10.0%,100.0%
5,10,6,300,30,300,10.0%,100.0%
5,10,7,350,35,350,10.0%,100.0%
5,10,8,400,40,400,10.0%,100.0%
5,10,9,450,42,450,9.333%,100.0%
5,10,10,500,44,500,8.8%,100.0%
5,10,11,550,46,550,8.364%,100.0%
5,10,12,600,48,600,8.0%,100.0%
5,10,13,650,49,650,7.538%,100.0%
5,10,14,700,50,700,7.143%,100.0%
5,10,15,750,50,750,6.667%,100.0%
5,11,2,110,10,110,9.091%,100.0%
5,11,3,165,15,165,9.091%,100.0%
5,11,4,220,20,220,9.091%,100.0%
5,11,5,275,25,275,9.091%,100.0%
5,11,6,330,30,330,9.091%,100.0%
5,11,7,385,35,385,9.091%,100.0%
5,11,8,440,40,440,9.091%,100.0%
5,11,9,495,43,495,8.687%,100.0%
5,11,10,550,46,550,8.364%,100.0%
5,11,11,605,49,605,8.099%,100.0%
5,11,12,660,52,660,7.879%,100.0%
5,11,13,715,53,715,7.413%,100.0%
5,11,14,770,54,770,7.013%,100.0%
5,11,15,825,55,825,6.667%,100.0%
5,12,2,120,10,120,8.333%,100.0%
5,12,3,180,15,180,8.333%,100.0%
5,12,4,240,20,240,8.333%,100.0%
5,12,5,300,25,300,8.333%,100.0%
5,12,6,360,30,360,8.333%,100.0%
5,12,7,420,35,420,8.333%,100.0%
5,12,8,480,40,480,8.333%,100.0%
5,12,9,540,44,540,8.148%,100.0%
5,12,10,600,48,600,8.0%,100.0%
5,12,11,660,52,660,7.879%,100.0%
5,12,12,720,56,720,7.778%,100.0%
5,12,13,780,57,780,7.308%,100.0%
5,12,14,840,58,840,6.905%,100.0%
5,12,15,900,59,900,6.556%,100.0%
5,13,2,130,10,130,7.692%,100.0%
5,13,3,195,15,195,7.692%,100.0%
5,13,4,260,20,260,7.692%,100.0%
5,13,5,325,25,325,7.692%,100.0%
5,13,6,390,30,390,7.692%,100.0%
5,13,7,455,35,455,7.692%,100.0%
5,13,8,520,40,520,7.692%,100.0%
5,13,9,585,45,585,7.692%,100.0%
5,13,10,650,49,650,7.538%,100.0%
5,13,11,715,53,715,7.413%,100.0%
5,13,12,780,57,780,7.308%,100.0%
5,13,13,845,59,845,6.982%,100.0%
5,13,14,910,61,910,6.703%,100.0%
5,13,15,975,63,975,6.462%,100.0%
5,14,2,140,10,140,7.143%,100.0%
5,14,3,210,15,210,7.143%,100.0%
5,14,4,280,20,280,7.143%,100.0%
5,14,5,350,25,350,7.143%,100.0%
5,14,6,420,30,420,7.143%,100.0%
5,14,7,490,35,490,7.143%,100.0%
5,14,8,560,40,560,7.143%,100.0%
5,14,9,630,45,630,7.143%,100.0%
5,14,10,700,50,700,7.143%,100.0%
5,14,11,770,54,770,7.013%,100.0%
5,14,12,840,58,840,6.905%,100.0%
5,14,13,910,61,910,6.703%,100.0%
5,14,14,980,64,980,6.531%,100.0%
5,14,15,1050,67,1050,6.381%,100.0%
5,15,2,150,10,150,6.667%,100.0%
5,15,3,225,15,225,6.667%,100.0%
5,15,4,300,20,300,6.667%,100.0%
5,15,5,375,25,375,6.667%,100.0%
5,15,6,450,30,450,6.667%,100.0%
5,15,7,525,35,525,6.667%,100.0%
5,15,8,600,40,600,6.667%,100.0%
5,15,9,675,45,675,6.667%,100.0%
5,15,10,750,50,750,6.667%,100.0%
5,15,11,825,55,825,6.667%,100.0%
5,15,12,900,59,900,6.556%,100.0%
5,15,13,975,63,975,6.462%,100.0%
5,15,14,1050,67,1050,6.381%,100.0%
5,15,15,1125,71,1125,6.311%,100.0%
6,2,2,24,4,24,16.667%,100.0%
6,2,3,36,6,36,16.667%,100.0%
6,2,4,48,8,48,16.667%,100.0%
6,2,5,60,10,60,16.667%,100.0%
6,2,6,72,12,72,16.667%,100.0%
6,2,7,84,12,84,14.286%,100.0%
6,2,8,96,12,96,12.5%,100.0%
6,2,9,108,12,108,11.111%,100.0%
6,2,10,120,12,120,10.0%,100.0%
6,2,11,132,12,132,9.091%,100.0%
6,2,12,144,12,144,8.333%,100.0%
6,2,13,156,12,156,7.692%,100.0%
6,2,14,168,12,168,7.143%,100.0%
6,2,15,180,12,180,6.667%,100.0%
6,3,2,36,6,36,16.667%,100.0%
6,3,3,54,9,54,16.667%,100.0%
6,3,4,72,12,72,16.667%,100.0%
6,3,5,90,14,90,15.556%,100.0%
6,3,6,108,16,108,14.815%,100.0%
6,3,7,126,17,126,13.492%,100.0%
6,3,8,144,18,144,12.5%,100.0%
6,3,9,162,18,162,11.111%,100.0%
6,3,10,180,18,180,10.0%,100.0%
6,3,11,198,18,198,9.091%,100.0%
6,3,12,216,18,216,8.333%,100.0%
6,3,13,234,18,234,7.692%,100.0%
6,3,14,252,18,252,7.143%,100.0%
6,3,15,270,18,270,6.667%,100.0%
6,4,2,48,8,48,16.667%,100.0%
6,4,3,72,12,72,16.667%,100.0%
6,4,4,96,16,96,16.667%,100.0%
6,4,5,120,18,120,15.0%,100.0%
6,4,6,144,20,144,13.889%,100.0%
6,4,7,168,22,168,13.095%,100.0%
6,4,8,192,24,192,12.5%,100.0%
6,4,9,216,24,216,11.111%,100.0%
6,4,10,240,24,240,10.0%,100.0%
6,4,11,264,24,264,9.091%,100.0%
6,4,12,288,24,288,8.333%,100.0%
6,4,13,312,24,312,7.692%,100.0%
6,4,14,336,24,336,7.143%,100.0%
6,4,15,360,24,360,6.667%,100.0%
6,5,2,60,10,60,16.667%,100.0%
6,5,3,90,14,90,15.556%,100.0%
6,5,4,120,18,120,15.0%,100.0%
6,5,5,150,21,150,14.0%,100.0%
6,5,6,180,24,180,13.333%,100.0%
6,5,7,210,27,210,12.857%,100.0%
6,5,8,240,30,240,12.5%,100.0%
6,5,9,270,30,270,11.111%,100.0%
6,5,10,300,30,300,10.0%,100.0%
6,5,11,330,30,330,9.091%,100.0%
6,5,12,360,30,360,8.333%,100.0%
6,5,13,390,30,390,7.692%,100.0%
6,5,14,420,30,420,7.143%,100.0%
6,5,15,450,30,450,6.667%,100.0%
6,6,2,72,12,72,16.667%,100.0%
6,6,3,108,16,108,14.815%,100.0%
6,6,4,144,20,144,13.889%,100.0%
6,6,5,180,24,180,13.333%,100.0%
6,6,6,216,28,216,12.963%,100.0%
6,6,7,252,32,252,12.698%,100.0%
6,6,8,288,36,288,12.5%,100.0%
6,6,9,324,36,324,11.111%,100.0%
6,6,10,360,36,360,10.0%,100.0%
6,6,11,396,36,396,9.091%,100.0%
6,6,12,432,36,432,8.333%,100.0%
6,6,13,468,36,468,7.692%,100.0%
6,6,14,504,36,504,7.143%,100.0%
6,6,15,540,36,540,6.667%,100.0%
6,7,2,84,12,84,14.286%,100.0%
6,7,3,126,17,126,13.492%,100.0%
6,7,4,168,22,168,13.095%,100.0%
6,7,5,210,27,210,12.857%,100.0%
6,7,6,252,32,252,12.698%,100.0%
6,7,7,294,37,294,12.585%,100.0%
6,7,8,336,42,336,12.5%,100.0%
6,7,9,378,42,378,11.111%,100.0%
6,7,10,420,42,420,10.0%,100.0%
6,7,11,462,42,462,9.091%,100.0%
6,7,12,504,42,504,8.333%,100.0%
6,7,13,546,42,546,7.692%,100.0%
6,7,14,588,42,588,7.143%,100.0%
6,7,15,630,42,630,6.667%,100.0%
6,8,2,96,12,96,12.5%,100.0%
6,8,3,144,18,144,12.5%,100.0%
6,8,4,192,24,192,12.5%,100.0%
6,8,5,240,30,240,12.5%,100.0%
6,8,6,288,36,288,12.5%,100.0%
6,8,7,336,42,336,12.5%,100.0%
6,8,8,384,48,384,12.5%,100.0%
6,8,9,432,48,432,11.111%,100.0%
6,8,10,480,48,480,10.0%,100.0%
6,8,11,528,48,528,9.091%,100.0%
6,8,12,576,48,576,8.333%,100.0%
6,8,13,624,48,624,7.692%,100.0%
6,8,14,672,48,672,7.143%,100.0%
6,8,15,720,48,720,6.667%,100.0%
6,9,2,108,12,108,11.111%,100.0%
6,9,3,162,18,162,11.111%,100.0%
6,9,4,216,24,216,11.111%,100.0%
6,9,5,270,30,270,11.111%,100.0%
6,9,6,324,36,324,11.111%,100.0%
6,9,7,378,42,378,11.111%,100.0%
6,9,8,432,48,432,11.111%,100.0%
6,9,9,486,49,486,10.082%,100.0%
6,9,10,540,50,540,9.259%,100.0%
6,9,11,594,51,594,8.586%,100.0%
6,9,12,648,52,648,8.025%,100.0%
6,9,13,702,53,702,7.55%,100.0%
6,9,14,756,54,756,7.143%,100.0%
6,9,15,810,54,810,6.667%,100.0%
6,10,2,120,12,120,10.0%,100.0%
6,10,3,180,18,180,10.0%,100.0%
6,10,4,240,24,240,10.0%,100.0%
6,10,5,300,30,300,10.0%,100.0%
6,10,6,360,36,360,10.0%,100.0%
6,10,7,420,42,420,10.0%,100.0%
6,10,8,480,48,480,10.0%,100.0%
6,10,9,540,50,540,9.259%,100.0%
6,10,10,600,52,600,8.667%,100.0%
6,10,11,660,54,660,8.182%,100.0%
6,10,12,720,56,720,7.778%,100.0%
6,10,13,780,58,780,7.436%,100.0%
6,10,14,840,60,840,7.143%,100.0%
6,10,15,900,60,900,6.667%,100.0%
6,11,2,132,12,132,9.091%,100.0%
6,11,3,198,18,198,9.091%,100.0%
6,11,4,264,24,264,9.091%,100.0%
6,11,5,330,30,330,9.091%,100.0%
6,11,6,396,36,396,9.091%,100.0%
6,11,7,462,42,462,9.091%,100.0%
6,11,8,528,48,528,9.091%,100.0%
6,11,9,594,51,594,8.586%,100.0%
6,11,10,660,54,660,8.182%,100.0%
6,11,11,726,57,726,7.851%,100.0%
6,11,12,792,60,792,7.576%,100.0%
6,11,13,858,62,858,7.226%,100.0%
6,11,14,924,64,924,6.926%,100.0%
6,11,15,990,65,990,6.566%,100.0%
6,12,2,144,12,144,8.333%,100.0%
6,12,3,216,18,216,8.333%,100.0%
6,12,4,288,24,288,8.333%,100.0%
6,12,5,360,30,360,8.333%,100.0%
6,12,6,432,36,432,8.333%,100.0%
6,12,7,504,42,504,8.333%,100.0%
6,12,8,576,48,576,8.333%,100.0%
6,12,9,648,52,648,8.025%,100.0%
6,12,10,720,56,720,7.778%,100.0%
6,12,11,792,60,792,7.576%,100.0%
6,12,12,864,64,864,7.407%,100.0%
6,12,13,936,66,936,7.051%,100.0%
6,12,14,1008,68,1008,6.746%,100.0%
6,12,15,1080,70,1080,6.481%,100.0%
6,13,2,156,12,156,7.692%,100.0%
6,13,3,234,18,234,7.692%,100.0%
6,13,4,312,24,312,7.692%,100.0%
6,13,5,390,30,390,7.692%,100.0%
6,13,6,468,36,468,7.692%,100.0%
6,13,7,546,42,546,7.692%,100.0%
6,13,8,624,48,624,7.692%,100.0%
6,13,9,702,53,702,7.55%,100.0%
6,13,10,780,58,780,7.436%,100.0%
6,13,11,858,62,858,7.226%,100.0%
6,13,12,936,66,936,7.051%,100.0%
6,13,13,1014,69,1014,6.805%,100.0%
6,13,14,1092,72,1092,6.593%,100.0%
6,13,15,1170,75,1170,6.41%,100.0%
6,14,2,168,12,168,7.143%,100.0%
6,14,3,252,18,252,7.143%,100.0%
6,14,4,336,24,336,7.143%,100.0%
6,14,5,420,30,420,7.143%,100.0%
6,14,6,504,36,504,7.143%,100.0%
6,14,7,588,42,588,7.143%,100.0%
6,14,8,672,48,672,7.143%,100.0%
6,14,9,756,54,756,7.143%,100.0%
6,14,10,840,60,840,7.143%,100.0%
6,14,11,924,64,924,6.926%,100.0%
6,14,12,1008,68,1008,6.746%,100.0%
6,14,13,1092,72,1092,6.593%,100.0%
6,14,14,1176,76,1176,6.463%,100.0%
6,14,15,1260,80,1260,6.349%,100.0%
6,15,2,180,12,180,6.667%,100.0%
6,15,3,270,18,270,6.667%,100.0%
6,15,4,360,24,360,6.667%,100.0%
6,15,5,450,30,450,6.667%,100.0%
6,15,6,540,36,540,6.667%,100.0%
6,15,7,630,42,630,6.667%,100.0%
6,15,8,720,48,720,6.667%,100.0%
6,15,9,810,54,810,6.667%,100.0%
6,15,10,900,60,900,6.667%,100.0%
6,15,11,990,65,990,6.566%,100.0%
6,15,12,1080,70,1080,6.481%,100.0%
6,15,13,1170,75,1170,6.41%,100.0%
6,15,14,1260,80,1260,6.349%,100.0%
6,15,15,1350,85,1350,6.296%,100.0%
7,2,2,28,4,28,14.286%,100.0%
7,2,3,42,6,42,14.286%,100.0%
7,2,4,56,8,56,14.286%,100.0%
7,2,5,70,10,70,14.286%,100.0%
7,2,6,84,12,84,14.286%,100.0%
7,2,7,98,13,98,13.265%,100.0%
7,2,8,112,14,112,12.5%,100.0%
7,2,9,126,14,126,11.111%,100.0%
7,2,10,140,14,140,10.0%,100.0%
7,2,11,154,14,154,9.091%,100.0%
7,2,12,168,14,168,8.333%,100.0%
7,2,13,182,14,182,7.692%,100.0%
7,2,14,196,14,196,7.143%,100.0%
7,2,15,210,14,210,6.667%,100.0%
7,3,2,42,6,42,14.286%,100.0%
7,3,3,63,9,63,14.286%,100.0%
7,3,4,84,12,84,14.286%,100.0%
7,3,5,105,15,105,14.286%,100.0%
7,3,6,126,17,126,13.492%,100.0%
7,3,7,147,19,147,12.925%,100.0%
7,3,8,168,21,168,12.5%,100.0%
7,3,9,189,21,189,11.111%,100.0%
7,3,10,210,21,210,10.0%,100.0%
7,3,11,231,21,231,9.091%,100.0%
7,3,12,252,21,252,8.333%,100.0%
7,3,13,273,21,273,7.692%,100.0%
7,3,14,294,21,294,7.143%,100.0%
7,3,15,315,21,315,6.667%,100.0%
7,4,2,56,8,56,14.286%,100.0%
7,4,3,84,12,84,14.286%,100.0%
7,4,4,112,16,112,14.286%,100.0%
7,4,5,140,19,140,13.571%,100.0%
7,4,6,168,22,168,13.095%,100.0%
7,4,7,196,25,196,12.755%,100.0%
7,4,8,224,28,224,12.5%,100.0%
7,4,9,252,28,252,11.111%,100.0%
7,4,10,280,28,280,10.0%,100.0%
7,4,11,308,28,308,9.091%,100.0%
7,4,12,336,28,336,8.333%,100.0%
7,4,13,364,28,364,7.692%,100.0%
7,4,14,392,28,392,7.143%,100.0%
7,4,15,420,28,420,6.667%,100.0%
7,5,2,70,10,70,14.286%,100.0%
7,5,3,105,15,105,14.286%,100.0%
7,5,4,140,19,140,13.571%,100.0%
7,5,5,175,23,175,13.143%,100.0%
7,5,6,210,27,210,12.857%,100.0%
7,5,7,245,31,245,12.653%,100.0%
7,5,8,280,35,280,12.5%,100.0%
7,5,9,315,35,315,11.111%,100.0%
7,5,10,350,35,350,10.0%,100.0%
7,5,11,385,35,385,9.091%,100.0%
7,5,12,420,35,420,8.333%,100.0%
7,5,13,455,35,455,7.692%,100.0%
7,5,14,490,35,490,7.143%,100.0%
7,5,15,525,35,525,6.667%,100.0%
7,6,2,84,12,84,14.286%,100.0%
7,6,3,126,17,126,13.492%,100.0%
7,6,4,168,22,168,13.095%,100.0%
7,6,5,210,27,210,12.857%,100.0%
7,6,6,252,32,252,12.698%,100.0%
7,6,7,294,37,294,12.585%,100.0%
7,6,8,336,42,336,12.5%,100.0%
7,6,9,378,42,378,11.111%,100.0%
7,6,10,420,42,420,10.0%,100.0%
7,6,11,462,42,462,9.091%,100.0%
7,6,12,504,42,504,8.333%,100.0%
7,6,13,546,42,546,7.692%,100.0%
7,6,14,588,42,588,7.143%,100.0%
7,6,15,630,42,630,6.667%,100.0%
7,7,2,98,13,98,13.265%,100.0%
7,7,3,147,19,147,12.925%,100.0%
7,7,4,196,25,196,12.755%,100.0%
7,7,5,245,31,245,12.653%,100.0%
7,7,6,294,37,294,12.585%,100.0%
7,7,7,343,43,343,12.536%,100.0%
7,7,8,392,49,392,12.5%,100.0%
7,7,9,441,49,441,11.111%,100.0%
7,7,10,490,49,490,10.0%,100.0%
7,7,11,539,49,539,9.091%,100.0%
7,7,12,588,49,588,8.333%,100.0%
7,7,13,637,49,637,7.692%,100.0%
7,7,14,686,49,686,7.143%,100.0%
7,7,15,735,49,735,6.667%,100.0%
7,8,2,112,14,112,12.5%,100.0%
7,8,3,168,21,168,12.5%,100.0%
7,8,4,224,28,224,12.5%,100.0%
7,8,5,280,35,280,12.5%,100.0%
7,8,6,336,42,336,12.5%,100.0%
7,8,7,392,49,392,12.5%,100.0%
7,8,8,448,56,448,12.5%,100.0%
7,8,9,504,56,504,11.111%,100.0%
7,8,10,560,56,560,10.0%,100.0%
7,8,11,616,56,616,9.091%,100.0%
7,8,12,672,56,672,8.333%,100.0%
7,8,13,728,56,728,7.692%,100.0%
7,8,14,784,56,784,7.143%,100.0%
7,8,15,840,56,840,6.667%,100.0%
7,9,2,126,14,126,11.111%,100.0%
7,9,3,189,21,189,11.111%,100.0%
7,9,4,252,28,252,11.111%,100.0%
7,9,5,315,35,315,11.111%,100.0%
7,9,6,378,42,378,11.111%,100.0%
7,9,7,441,49,441,11.111%,100.0%
7,9,8,504,56,504,11.111%,100.0%
7,9,9,567,57,567,10.053%,100.0%
7,9,10,630,58,630,9.206%,100.0%
7,9,11,693,59,693,8.514%,100.0%
7,9,12,756,60,756,7.937%,100.0%
7,9,13,819,61,819,7.448%,100.0%
7,9,14,882,62,882,7.029%,100.0%
7,9,15,945,63,945,6.667%,100.0%
7,10,2,140,14,140,10.0%,100.0%
7,10,3,210,21,210,10.0%,100.0%
7,10,4,280,28,280,10.0%,100.0%
7,10,5,350,35,350,10.0%,100.0%
7,10,6,420,42,420,10.0%,100.0%
7,10,7,490,49,490,10.0%,100.0%
7,10,8,560,56,560,10.0%,100.0%
7,10,9,630,58,630,9.206%,100.0%
7,10,10,700,60,700,8.571%,100.0%
7,10,11,770,62,770,8.052%,100.0%
7,10,12,840,64,840,7.619%,100.0%
7,10,13,910,66,910,7.253%,100.0%
7,10,14,980,68,980,6.939%,100.0%
7,10,15,1050,69,1050,6.571%,100.0%
7,11,2,154,14,154,9.091%,100.0%
7,11,3,231,21,231,9.091%,100.0%
7,11,4,308,28,308,9.091%,100.0%
7,11,5,385,35,385,9.091%,100.0%
7,11,6,462,42,462,9.091%,100.0%
7,11,7,539,49,539,9.091%,100.0%
7,11,8,616,56,616,9.091%,100.0%
7,11,9,693,59,693,8.514%,100.0%
7,11,10,770,62,770,8.052%,100.0%
7,11,11,847,65,847,7.674%,100.0%
7,11,12,924,68,924,7.359%,100.0%
7,11,13,1001,71,1001,7.093%,100.0%
7,11,14,1078,73,1078,6.772%,100.0%
7,11,15,1155,75,1155,6.494%,100.0%
7,12,2,168,14,168,8.333%,100.0%
7,12,3,252,21,252,8.333%,100.0%
7,12,4,336,28,336,8.333%,100.0%
7,12,5,420,35,420,8.333%,100.0%
